city,total_listings,total_hosts,avg_price_eur,median_price_eur,avg_reviews,avg_reviews_per_month,avg_availability,listings_with_reviews,multi_listing_host_listings,pct_listings_with_reviews,pct_multi_listing_host_supply
London,85050,53473,140.7170558495003,96.6,17.469676660787773,0.9193084068195179,118.47603762492652,65048,41518,76.48,48.82
Madrid,19610,11318,129.32447730749618,58.0,31.871800101988782,0.8027547169811321,159.1632330443651,13981,10772,71.3,54.93
Milan,18322,12213,115.09491321908088,73.5,23.720827420587273,0.5785012553214715,153.50862351271695,13260,8078,72.37,44.09
New_York,48884,37455,140.53464855576468,97.52,23.27199083544718,1.090800057278455,112.77949840438589,38833,16583,79.44,33.92
Sydney,36653,27213,124.64435653288952,81.6,12.182713556871198,0.7705680262797701,97.36960139688429,24841,13214,67.77,36.05
Tokyo,11462,2954,89.93956395044495,60.042,26.03515965800035,1.9321497120921305,,9785,0,85.37,0.0
